title,title_comment,comment
"Sister, Sister",More Novel Than Funny,"""Sister, Sister"" is about twin girls who were separated at birth yet found each other years later as older girls. Tia and Tamera Mowry played Tia Landry and Tamera Campbell. Tia had been raised by Lisa Landry (Jackee Harry) and Tamera had been raised by Ray Campbell (Tim Reid). After the two met they were inseparable while Lisa and Ray had something of a relationship.

The show was more novel than it was funny to me. It had its moments but never truly found that ""it"" factor. I think it was able to survive on the cuteness of the twins and the novelty of their situation more than the quality of the script and the comedy value."
"Sister, Sister",Went down hill after season 2,Comentario no disponible
"Sister, Sister",Finally on netflix,Awwwww my this brings back memories of me as a kid growing up watching this show all the time.
"Sister, Sister",I miss this show!,"As an 80's child I grew up with all the classic cartoons like Ducktales, Gummi Bears, Thundercats and Ghostbusters then when I was in high school I had the shows like Fresh Prince of Bel Air, Kenan & Kel, Sabrina the Teenage Witch and Sister Sister. Watching these shows was something I used to really look forward to every evening and when they are shown in a rare repeat on TV I love watching and reminising.

Sister Sister had some great episodes. There was something about the mannerisms of the characters which I found just hilarious - I especially remember this of Lisa and Tamera. I remember we were also occasionally treated to the musical talents of Tia, Tamera & Marques Houston (Roger) which I always enjoyed. What was most pivotal about Sister Sister was that despite being a comedy show with the occasional unrealistic scenarios it did address many things teenagers go through and could relate to. The characters seemed like real people and I'm sure I was not the only one to grow up with and love those characters.

I don't know what people expected out of this show but to me like many other similar shows that aired at the same point as Sister Sister they were marketed at teenagers and young adults who appreciated them a lot. Most of these shows had around six seasons so they must have been doing something right! Personally I think this show was fantastic and I hope we get it on DVD soon :-)"
"Sister, Sister",Great show!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"I love this show! It is funny, and Tia and Tamera are great! I liked Roger best, 'cause he is incredibly funny as he worships the twins. The only thing I didn't like was the way they said things in unison, except when they said, ""Go Home, Roger!"" Jackee Harry and Tim Reid are really funny as Lisa and Ray! My favorite episode was the pilot! This is a great show for kids, teens, and adults to watch!!"
"Sister, Sister",Great!,This show is being watched by my grand children for the second time around. Their mother loved the show and a second generation is watching it. Does not matter how many times you watch this show it's funny and enjoyable. We love it a family show.
"Sister, Sister",Very American and Very 90s.,"""Sister, Sister"" is a great show for what it is, a family-orientated American sitcom. A lot of the situations are very corny, but isn't that the point? The show is very successful at what it does. This is not meant to be Shakespeare - it's a mainstream, easy going sitcom aimed at the Teen market.

I used to love this show as a kid. It's fun, innocent and the principle cast are all very likable. What more could you ask for? As a viewer from the UK, this show SCREAMED American culture, and at the time I thought that was pretty damn cool. Maybe it was the fact that everyone got to wear their own clothes in school, or that the girls' house is just so gorgeous - I don't know. The show is also a lot of fun to watch now because it's so damn 90s! That's an aspect of ""Sister, Sister"" I really enjoy, being a kid of that era.

Don't lay into this show too hard. What did it ever do wrong? It was an unpretentious teen Sitcom that gave a lot of viewers many laughs for the few years it was on. It was a likable show that had a great cast and if you would care to look at it objectively, good set design, lighting and an overall great look (It won awards for that) It's very 90's, It's very easy viewing, And I love it."
"Sister, Sister",sister sister is not stupid,"i can agree that the plot was a bit silly, and realistic but at the end of the day its TV. its not meant to be 100% convincing, nothing on tv is real.

The girls were good actresses i cant deny, and the pace at their age was stable, at least when they were 16 they werent all over boys like brianna is in 'one on one', it was a good show and it was long running. Roger playede by Marques Houston was the sweetest thing i had ever seen until he grew and his voice broke and he got all 'masculine' but hes still sweet anyway."
"Sister, Sister",My Favorite Show,"Ok, so it might be a bit corny, but isn't every sitcom?

It might be cliché, but come on, you are watching a sitcom!

This is my favorite show in existence and I love it so much."
"Sister, Sister",This is a unique and fun show that I never get tired of!,"First, I want to start off by saying that I love this show! I think everyone knows that Sister, Sister is about two twins that were separated at birth and find each other at a local mall. First of all, many people might say that this show is unrealistic. It's not unrealistic, it's unlikely. Twins separated at birth has happened many times! Anyways, Sister, Sister is a very fun show. It's the kind of show that doesn't happen anymore. I didn't start watching this show until it came on Disney Channel. I've loved it ever since! No matter how many times I see an episode, I never get tired of it! I think it's a show that everyone could find something they like it. I think it's hilarious and very enjoyable! If you haven't seen this show, I highly recommend you watch!"
"Sister, Sister","Good show, i miss it!","Well i thought it was particularly good. The average age of the audience for this show were young teenagers and i doubt they are really looking for an emmy award winning performance. It was nice seeing the sisters grow up through the years and in my opinion it had everything that a family show needs - laughter, hot guys like ronreaco lee and marques houston and it was packed full of interesting scenarios so on the whole-good entertainment!!"
"Sister, Sister",Fav show growing up in 90s!,I think deserves better ratings than it got. Brings me back to my childhood. Lisa was the best! Wish there was more series!
"Sister, Sister",Sister Sister!,Comentario no disponible
"Sister, Sister",It's still cool!,"I remember watching this show from the night it debuted on ABC. Tia and Tamera are both good actresses and it was fun watching them grow up on screen. Jackee Harry and Tim Reid had a lot of chemistry too, as the complete opposites Lisa and Ray. It's a shame they didn't end up together for good. My favorite episode has to be where the twins got their temps and Ray and Lisa tried to teach them to drive, and another good one is where the same boy unwittingly asks both the twins out on the same night thinking they are one girl. They both end up going on the date, and it's also the same show where Lisa meets Terrence! It was a good, decent family show, although I think the ABC episodes where better than the subsequent WB ones. Hats off to the cast and crew for a fun show and a job well done!"
"Sister, Sister",My Favorite Show of all time,Comentario no disponible
"Sister, Sister",Funny stuff,Comentario no disponible
"Sister, Sister","""Sister, Sister"" - A wonderful show thanks to two delightful stars","I got my first glimpse of the antics of twin sisters Tia and Tamera Mowry, strangely enough, in my 8th grade health class; we were in the middle of the seemingly state-mandated and (clearly) pointless drug and sex education courses. We were forced to watch the episode where Tia and Tamera give into peer pressure and start smoking in the school bathroom; it's real life issues that made ""Sister, Sister"" genuine in its hayday.

This was about five years ago and I hadn't seen the show since, until this summer. Though it's immediately proceeded on Disney by ""That's So Raven,"" it makes for one of the best hours on children's television in my opinion, even though I'm 18 and have long since given up on today's children's programming.

""Sister, Sister"" is funny in a way that's mature and adult without being too tacky or silly; a lot of today's kid's programming is idiotic toilet humor and is therefore complete crap. At least when I was growing up in the early 90s, we had cartoons that were genuinely funny and intelligent; if anything else, you might have actually learned something from them.

I've watched several episodes and I'm amazed at how great a show about identical twin sisters can be, that it's funny, touching, AND intelligent - all at the same time and without selling its soul. ""Sister, Sister"" was entertaining for these very reasons and I'm sure that's why it lasted for as long as it did on television.

It's a great show, and one that I hope is released on DVD soon so that it can be experienced to its greatest."
"Sister, Sister",A memorable sitcom,"Sister Sister really takes me back to my life in the 90's! It was a unique show which went from strength to strength, with a simple formula, good plot lines and very strong character types. As enjoyable as Tia and Tamera's characters were, for me personally, the unparallelled Jackee Harry took the show to a new level as the sassy and brash Lisa Landry. Much like her lauded performance in 227 in the 80's, Jackee managed to steal show here as well.

My only complaints are the drop in quality of the show in the final season as well as the fact that the finale was extremely rushed and didn't have a particularly great ending."
"Sister, Sister",Last series let it down,I grew up watching this and absolutely loved the earlier seasons. I kind of wish they had ended it when they left high school. I found myself not paying attention to the season when they were at college and not caring as much about what they did. It feels to me it just turned into how many celebrities and parties can we fit in
"Sister, Sister",fantastic show,"I totally agree. I think Roger is funny because he annoys Tia and Tamera, he's probably my second favorite character other than Tamera. I love Tamera, I can totally relate to her because I love to dance and dance and stuff. ""Go home Roger"" is a classic line. Ray and Lisa are funny too, especially since Ray likes opera music and owns a limousine service, not to mention Lisa designing her own clothes. I like a lot of the episodes, but my favorite one is probably... well I can't think of any right now, haha but today on Disney Channel was an early episode when Tia and Tamera are celebrating their birthday and spend a weekend in Chicago(where I'm from!!) Except yeah, I would agree that its a bit cheesy when they say the same lines together. Tamera rocks!"
Polly Pocket,,
Ratched,,
Elite,Getting worse and worse,"Oh God this series turned out ridiculous.. The more seasons come out the more characters become annoying. All of the good characters and actors left/were written out of the show, obviously they can't be high school students forever.. always the same situation and the same problems, someone always has to die.. and their acting skills are literally funny I rated the first two season 8, but after s4 and s5 I've modified 5-6 You know, people should know when to stop something."
Elite,Guilty Pleasure,"S1 to S3 were great but S4 is a major letdown. It seems the characters suffer from amnesia because they keep repeating the same mistakes followed by illogical actions which follow such mistakes. Like I for one couldn't understand how characters just betray, forgive and forget so easily only to repeat this cycle countless times. ""It was just sex"" the characters make the relationships sound so insignificant with this dialogue and to top it all this statement does work as an excuse. All in all it was fine initially but now it's gotten on my nerves how stupid the characters of this show are."
Elite,Started amazingly but became rocky from the fourth season,"Season 6

There's been a noticeable decline in this series from the fourth season, and season 6 isn't any different. It's a series that has genuinely overstayed its welcome, and this is very evident as none of the original cast is present in this season. The jaded plot stumbles and pirouettes with no flair, and tries to make up for it with more dancing, drinking and substance taking. Many societal issues are raised, but their executions are perfunctory and superficial.

The twist to the season's whodunit was well-done and the season's ending is a frustrating but clever cliffhanger, promising that more harm is coming to Las Encinas. With season seven on the way, I hope they can return with the charm the first three seasons delivered and come up with a satisfying end to the series."
Elite,Really impressed,"I've already finished; the series premiered this morning. I think that it's really interesting drama, with many intrigues.,interesting characters (you may recognize people from your life), beautiful scenes. Actors are really beautiful and talented - generally young people acting so professionally. Story itself is really provocative, once you start, you can't stop, that's how I finished it in less than 24 hours and I am already hoping that there will be season 2.

I have to say that they have used some really good songs.

Well, I think it's a nict show to watch.

Thank you Netflix !"
Elite,What happened to the writers?,"Season 1 & 2 were great and all characters were great and lovable.

Season 3 wasn't as good but still, it had some great moments to it and didn't drift away from the purpose.

Season 4. I was like what? Is this another show with the same actors? Were the writers out of ideas and just wanted a sequel? And what's with the barrage of unnecessary s!x scenes ? There was no chemistry whatsoever with the new characters.

Major Let down really.

I hope that by some miracle they manage to revive the series in season 5.

Thanks."
Elite,"Give us more European teen shows like this, please!","Good acting. Beautiful setting. Some cliché tropes that are actually used in an original way, and some twist and turns I definitely did not see coming. The characters are believable, they have depth and weaknesses and aren't adults doing adult things while telling the viewer they really are sixteen (unlike shows like Gossip Girl). I loved the European groundedness of it, there's a realism to this show American teen shows never seem to possess. I've been surprised plenty of times, I'd definetely recommend, also for the older viewer who likes a good murder mystery."
Elite,Disappointing,"Season 1 and 2 have a great story behind and you get hooked up to the show. Drama, love and thriller embodies every single episode.

Season 3 lost the magic. It seemed that they just wanted to produce, just to produce and feed the hungry consumers. Somehow season 4 removed the last bit of hope there was, for the serie to come back up."
Elite,Well done!,"Honestly I loved it! The acting is amazing compared to other teen series of sort of the same genre like Riverdale, Pretty little liars and Gossip Girl,wich we all know the acting is puke worthy. What I didn't like was how they expect us to see all of these ""teens"" with overly active sexual lifestyles that not even an adult could keep up with,I get it they're young and wild but it's just not believable. Other than that totally would recommend."
Elite,"Overall, great, but I have a problem with the script.",Comentario no disponible
Elite,Started entertaining but became a soulless sex show,"The series began interesting but after the first season it became more and more a soft porn. The story was over so they tried to catch up the viewers by nudity and sex- sex sells. This makes me mad because I really enjoyed the first season. It had social criticism, generation conflicts, gender related discussions, racism etc. During the time all of these topics disappeared. Elite could be such an amazing show but they ruined it."
Elite,"I love this show and the characters so much, so so much.","Season 3 is the absolute best so far, so many moments where I was genuinely surprised and speachless, and everything is so smartly done, you get so involved with the chatacters and love them with time, really one of the best shows of this type I watched !"
Elite,Spanish Gossip Girl Whodunit,"Solidly entertaining for what it is. Think every tenn show you've ever seen and add a dash of the Affair or How To Get Away With Murder. It's melodrama through and through. Pretty teens. Uncaring families. Poor little rich girls and boys. Even poorer poor kids. Nobody is happy in this world. Somebody winds up dead. Somebody's going to jail. You find somebody to love you'd better hang on tooth and nail. The wolf is always at the door.

It deals with some real issues: notably Islamaphobia and the repressive nature of fundamentalism, coming out of the closet, open relationships and threesomes, HIV and the seeming impossibility of reinventing yourself in highschool. All hormones, no autonomy. Such is life.

Well worth a binge watch if you're stuck inside on a rainy day. You won't find yourself transfixed but you will want to know what happens next. The writing felt a little stale but of course translations and voiceovers don't always capture the rhythm of the original dialogue. Still something tells me the writer isn't Spain's answer to Shondre Rhimes or Aaron Sorkin."
Elite,Lost it's spirit with season 4,Comentario no disponible
Elite,Very slick.,"Elite is a very well made drama series, the production values are incredibly slick, and the acting is truly great. If you're able to watch it in its native language with subtitles I would advise it, as the English dubbing really doesn't work, it becomes a very distracting watch, same as with The Rain. The first episode is great, it does get a little slow for a few episodes, but then picks up very nicely. It's a binge watch I really enjoed. 8/10"
Elite,"Although fun at times, this show is incredibly over-dramatic, unrealistic and superficial. Emotional moments have very low stakes and are forgotton within mere seconds.","Season One: 6.5/10

Themes: Drama, High School, Crime, Relationships, Lgbtq+, Islam, HIV, Suspense, Privilege, Murder, Sexuality, Mystery, Love Triangles & Spanish.

Top three characters: 1) Ander Muñoz, 2) Carla Rosón Caleruega and 3) Omar Shanaa."
Elite,Just why....,"Why did they spoil it? I actually loved Season 1 to the point i keep watching it non stop. Season 2 and 3 were also great but i liked them less than 1.

But suddenly they decided to destroy the entire series with Season 4 and 5, OMG these two seasons are terrible to be kind , poor contents , annoying characters and predictable endings were mainly what made them so unwatchable.

Now i hope the creators will make a great season 6 even though the majority of characters are missing , but i have doubts.."
Elite,Good Enough,"First Season : pretty good. The story was build up smoothly, adding more suspense as the mystery was being unfolded, with a solid soundtrack, nice performances and the air of gossip girl. Second Season : Okay Not bad, but not as good as the first one. Nice addition of new characters and smooth character development. Third Season : Try hard Boring and like a bad version of the first season. Tried hard to shock and make things scandalous and edgy, but did not succeed."
Elite,Loved it!!!,"Addictive, I could not stop watching even if I am not a teenager anymore. This is what I ask of tv products, to entertain, and this one does the job incredibly well. The cast is great!"
Elite,Seasons 1-3 excellent! Then stop watching,"Look how they killed my boy 😭. The cast & storyline for seasons 1-3 are just great. I loved the show until they released season 4... it just goes so downhill. I'd recommend anyone to watch the first 3 seasons. It's not worth it after that. The cast changes & the story changes.

There's not a whole lot more to say than that. I guess I'll try fill out the character count for a bit longer.

Oh yeah, the whole plot of seasons 1-3 is really good and it is a genuinely engrossing mystery. And once the characters work out who carried out the murder, it's perfectly frustrating to watch them be unable to prove it. Loved it."
Elite,Everything went downhill after season 3,"I absolutely loved the first 3 seasons of the show. Season 4 was already a disappointment and season 5 is an even bigger mess in my opinion.

Everything is just way over the top. The characters have no real depth and are annoying too and the storylines, which aren't even executed well, are beyond ridiculous.

Also, what's with the sex scenes? I'm always here for intimate scenes but there's something sexual going on every 10 minutes which is so unnecessary. Sometimes less is more.

This is not the Élite i've come to enjoy anymore."
Elite,Amazing,"I love it. Every season is getting better for me, so many conflicts. In season 1 and 2, Carla turned me on but in season 3, not very much :( Every new characters make this serie getting better"
Elite,Season 6 review:Far Worse than the OG(1-3)far better than the other 2(4 and 6,"You know what you about to see when you start this series...Its a guilty pleasure,you WON'T see emmy award performances or screenplay but you cant denie that the first 3 seasons was a decent 7 7,5 show... Interesting characters decent screenplay with quite good suspense and basically something completely knew that broke all taboo of todays sexual orientation...Its for anyone,HELL NO...Is it some time TOO MUCH...Oh HELL YES..But as i said season 1-3 was decent...I dont want to speak about season 4-5 because all they did is wanted to bring some taboos that dont even exist just to shock the viewer...And thats what makes season 6 be at the decent seasons...There is no over the top relationships and surprisingly none of the relationships of this season irritated..At least not as much as the previous 2 seasons relationships did...I dont know whats next for Elite but after the ending and the apparent departures that the ending of the season hinted im not so curious to know."
Elite,Should be ended on season 3 as Season 4 is boring,Really it was good till season 3. I would give 8 stars to the story and mystery. Season 4 is just a crap there is no story at all. They just stretched it without any story and mystery.
Elite,"Beautiful people, nice plot.","One of my favorite Spanish series. The actors & actresses are all beautiful, their acts are great. The plot is good, although I still love Season 1 the most. How they change partners reminds me of Gossip Girl, with similar settings of high-end & low class highschool students."
Elite,Ludicrous but watchable tosh,"I've seen all four seasons. It's pure escapism and I enjoyed it. It is not true to life - no set of people could be so wicked.

Just some impressions. The majority of the frocks are the most dreadful I have seen. The snazzy clothes worn by the lads are equally ghastly. The women playing lesbians were clearly not up for the job - the kisses and embraces were obviously fake. However, the guys playing gays brought verisimilitude to their roles and looked like they were true to life - they were kissing properly and what appeared to be passionately, unlike the female actresses. I have never seen so many hunky lads and attractive women in a series. Surely not all rich people are beautiful? Even the parents were stunners for the most part.

I assume there will be a season five. I shall certainly watch it."
Exhibit A,Realistic depiction of descent into mental illness,"This is a found footage film that deviates in that there is nothing supernatural in the eeriness of it. Tale of a family with typical secrets except for the father who descends into his madness. What follows is a realistic depiction of mental breakdown. Slow burn to the end, and a sad end it is. I have nothing to do with this film or anyone with the production. Just a psychologist in America who happens to like these types of films."
Exhibit A,Too Awful,"In this movie, a young girl videotapes her family as they get ready to move into a new house. Things seem pretty normal at first, but things begin to change bit by bit. At the beginning of the movie, I had a hard time sitting through it because I really disliked the characters (except for the girl filming). The second half of the movie is supposed to be cringe-inducing because of what begins to happen, so it was slightly easier to follow. However, some moments late in the film were almost too upsetting for me--the sort of thing that you wish you didn't have in your memory and makes you question what you seek out for entertainment. I was especially caught off guard because I missed the evidence tag that is shown just before the home movies start. I did like the fact that this was a found footage film written as realistic fiction instead of introducing supernatural elements, but the fact that something like this could really happen bothered me more."
Exhibit A,Suburban found footage,Comentario no disponible
Exhibit A,A Masterpiece Of Gradually Escalating Horror!,"Strengthened by compelling performances from its faithful cast, making extremely effective use of its camera to capture all the unfolding drama, and steadily escalating its gradually- building tension over the course of its runtime, Exhibit A is an excellent example of smart, gripping storytelling that also goes down as possibly the most underrated work of its genre.

Set in Yorkshire, Exhibit A follows the day-to-day activities of a normal family that is driven to the unimaginable due to the pressure of their current financial situation. We witness the whole set of events through daughter Judith's video camera, which are set in motion when her dad hides a secret from the family which ultimately leads to devastating consequences.

Co-written & directed by Dom Rotheroe, Exhibit A is crafted with thorough understanding of what it needs to be and the way each segment combines with the next to make road for the chilling finale is truly admirable. Another key aspect that this indie horror ends up nailing is something that most of its counterparts tend to skip over, and that's the attention provided to its characters.

The scripted characters are pretty much like your neighbours next door. The cast portraying them makes them all the more believable, with Brittany Ashworth & Bradley Cole impressing the most in their respective roles of Judith & her father. Where the former brilliantly exhibits the sensibilities of a worried daughter, the latter steals the show with his skillful rendition of a father undergoing a complete mental breakdown, which is unnerving to watch at times.

On an overall scale, Exhibit A is a first-rate example of escalating horror that implements its found-footage style in a riveting manner and is absolutely deserving of a broader audience. An edge-of-the-seat thriller capturing the disintegration of a normal family brought upon by financial pressures, Exhibit A is one of the best offerings of its genre that amplifies its tense ambiance amazingly well to culminate with a final segment that's just as heartbreaking as it is utterly disturbing. An underrated gem. Highly recommended."
Exhibit A,Angel,You can see the signs of what's supposed to happen but it was executed well. The ending still gave the unsettling/disturbing feeling.
Exhibit A,Clever,"A middle class family man doesn't get the big promotion he's been talking about for days, but now that his wife is ready to move to the dream house he promised, feeling she couldn't handle the truth, he tells her he got the job... which starts a hellish chain reaction.

I like that concept, one lie that starts an endless series of lies, burying the liar each time a bit deeper. Classic yet effective when it's well done, like here.

The main character is well written. He's an annoying unfunny guy who tries way too hard to be the party boy he's not, which we all find despicable in real life, so it feels good to see him sinking. On the other hand, he didn't mean any harm when he first lied, he was just scared of his wife's reaction and acted on that impulse, so you feel bad for him. You both hate and pity him, that's very clever.

It may not be a masterpiece but it's a good movie."
Exhibit A,A grim and realistic look at a fall into madness.,"Exhibit A is a tough watch. It's a disturbing and harrowing account of a father's mental decline into insanity, that works extremely well because of it's realism and great performances.

A chilling, heartbreaking, but effective film."
Exhibit A,good but sad and tragic,"I watched this and was engrossed until the last ten minutes. Then I was overwhelmed and just sad because this is the same sad story that seems to be in the news daily.

The movie was very well written and does accurate display the destruction of one man and his family. It is serious and to the point and brutally honest. It's ""found footage"" and it could be your neighbor or relative,which adds to the horror of it.

While I do recommend this be forewarned especially if you have ever experienced a tragedy like this. I find it incredibly sad, I can't say that enough, that things like this movie occur every day in real life. I find it more horrific than movies like Saw or Hostel."
Exhibit A,The real horror,"This movie came as a suggestion on this very website while I was reading the page of another movie (you know, the usual ""users who watched this movie also liked...""), and I'm really glad I yielded to the curiosity of reading what it was all about. I liked some ""found footage"" films in the past, but I'm not crazy about the genre, still I was triggered by the scarce plot given here, and I just decided to watch it. Now I'm just through it, and I'm still in shock.

The first scene is a police label marking the footage we are about to see as found on a murder scene, so there is little to spoil about the plot. The impending doom of those we are about to meet is made clear from the beginning, only leaving in doubt about who is/are the victim/s and who is/are the murderer/s.

Then it all begins...

This film could be split in three parts, all of which last about half an hour. It takes some patience to get through the first one, as most of what we see is some obnoxious family games and shallow chit-chat, which serves the purpose of building the context and getting to know the characters. So, we soon come to learn that we're dealing with a somewhat clumsy, but warm and caring father, seemingly a good house man all in all, but with the hint of a shadow looming over him (which will be developed later in the film), a tender, over-sensitive daughter kind of confused with herself, a mother who appears to be steadfast in her familiar role, but a little too stiff and bitchy, and an obnoxious son who is in his teens, but mostly behaves like a second grader or so to the rest of his family and in his leisure time. That is, a believable portrait of every day reality in your neighborhood: a perfect surface with its natural, human flaws. Oh, woe is me, will it not last...

In the second part, the secret shadow looming over the father begins to disclose, and we start witnessing his descent into weirdness first, and madness consequently. The dis-functionalities of the family, up to that moment quite dull and ordinary, quickly swirl down into a pit of ever growing frenzy, leading to the final showdown, which unravels in the third part.

I won't spoil anything about what goes on, but I'll just let you all know that this is not a horror movie, this is a dramatically realistic depiction of a well too known REAL horror.

The performances of the four main actors are stunning, the bond that grows between you and the characters is solid, real, you can feel it, touch it. As the story started developing, I found myself despising the boy, pitying the father, caring for the daughter, getting angry at the mother, and then having all these feelings just messed up and turned inside out as the events unraveled. But nonetheless, there was not a single moment when I was not feeling something for all of them. And I think this is one of the greatest achievements a movie can reach.

So, be prepared: you will be introduced to four people that you will get emotionally in touch with, only to be overwhelmed by the shocking doom that they will face.

On a final note: I stood astonished in front of my TV while the whole of the end credits silently rolled out and left an empty, black screen which lasted almost one minute, with no sound whatsoever. I just couldn't move away or stop the play. This is the level of the emotional grip this film has cast onto me.

You have been warned."
Exhibit A,"One of the better acted ""found footage"" films","The acting in this is terrific all the way around. Since most all FF films are acted out based on an outline and dialogue points to it, you see a LOT of cuts since the actors mess up their ""lines."" Not here. Other than the natural cuts from scene to scene, there is very little in-scene cutting, meaning the actors delivered and met their marks.

My only problems with the film are that I never really got a sense why the father fell so far from sanity. Many people have gone through financial struggles without losing their minds, and I never got the sense the father was on edge, mentally, to do what he does at the end.

And the ending simply went on too long. It was the one time when the film lagged when usually the end is when these FF films pick up and race toward the climax.

Overall, a really well done job all the way around."
Exhibit A,Nauseatingly tedious and extremely predictable,Comentario no disponible
Exhibit A,I wasn't expecting that,"This is honestly the most uncomfortable I have felt watching a film since watching Soft (2006). I am not usually fond of found footage films, but there are good ones and Exhibit A is as well crafted as it is mesmerising.

The story was pretty realistic for me, I have known people and families like that, and whilst this is not a horror film it was definitely horrifying. I disagree that the pacing was off, as it is clearly meant to be a slow turning of the screw. This will never get the recognition it deserves as no one in their right mind could ever recommend watching this because its that good at what it does."
Exhibit A,A surprisingly effective lo-fi British indie...,Comentario no disponible
Exhibit A,"Don't Know What Film Other Reviewers on Here Watched, But This Was Garbage","I am really shocked to see how many average to great reviews and ratings this piece of trash has. The majority must be associated with the film, or have never watched a good movie in their life. The premise sounded like something a little different in the found footage genre, but alas, it was the same old story just with different characters. Not only do the characters devolve during the movie, but so does the plot. It's like in the second half they completely forgot what was established in the beginning of the picture. The acting was over-dramatic, especially by the parents, and lacked any believability. The story and direction spiraled downhill faster than the disintegration of the family unit. An utter waste of time, even if you're a found footage fan."
Exhibit A,Organic found-footage shocker,"The timely story of a normal family disintegrating under financial pressure, eventually driven to the unimaginable. We witness the terrifying events unfold through daughter Judith's video camera, which subsequently becomes Exhibit A.

This film is a slow burning nightmare about real life financial struggles that anyone can relate to. Not many found-footage films are executed in such a realistic fashion as Exhibit A, the drama was raw, the deteriorating family at the center of the story could be the family next door, or even worse yours! The film is an extremely upsetting watch that I will never want to watch again, making it kind of hard to recommend something of such depressing magnitude. The film though stands as a testament that you don't need a large budget, well-known actors or an A-list director to create a movie that has such a powerful impact.

The performances were remarkable and were all too real, the actors made everything seem like a horrifying reality. Bradley Cole gives one of the most gripping, startling downward spiral of a family man since Jack Nicholson's performance from The Shining, absolutely bone chilling! Bradley plays Andy King, a seemingly normal husband and father of two who is a secret lie, which digs him and his family into the darkest side of human nature. Brittany Ashworth gives such a sympathetic and devastating performance that will grab your heart. Brittany plays Judith King, the lonely, shy, with a fragile soul that is confused sexually and may be in the closet. Judith basically documents every moment of the family's day-to-day life, as a result she discovers the dad's damaging secret and his disturbing change in behavior. Angela Forrest gives such an earnest performance; she plays an everyday mom Sheila King, who is excited about her husband's promotion that leads them to put a down payment on beautiful beach house. Aggressive sparks fly when questionable things start to unravel and hidden secrets come to light to disquieting results, an all too late realization for the wife and mother. Lastly, Oliver Lee who plays Joe King, the jokester son who begins to butt heads with his father and starts to truly hate him. He was kind of the comic relief of the film and you relate to his character as he can be you or someone you know, making the last moments all the more horrific and lingering.

Writer, Director, Dom Rotheroe has created a timely, ripped from the headlines, distressing story that happens to be a found-footage horror. He connects with the audience, grabs their souls and throws them in the heart stopping realism of financial woes, which takes a normal father in a downward, sinister direction of the most unthinkable. This was surprisingly a very well made found-footage film despite its limited budget, though a very harsh and sad film that will ruin your day. It was like you weren't even watching a movie, but more like watching evidence at a murder trial, kind of similar to the real life case involving John List of 1971. Nothing you enjoy watching but too absorbing to stop. It's a shame that he hasn't made any other movies since this one, which was released back in 2007. The film deserves more recognition than what it got because it's one of the very few found-footage films that has a lasting impact.

Overall, this film will haunt you to the core, as the drama is all too real. The performances were compelling and heart shattering and the story were raw and have relevance. The last couple of minutes will traumatize you and will make you sick, a film you won't want to return to but definitely gets it's point across. Rent with caution! 6.6 out of 10"
Exhibit A,Gripping Thriller-Drama,"The movie takes a while to get going, the thriller portion only starts near the end, the beginning being more of a family drama. Regardless, it was a pretty good one, despite the very shaky camera, the actors were all very good and it felt like a real family dealing with their problems. It's a pretty average film overall, but the end is definitely tense and surprising..."
Exhibit A,Tears of a clown,"When his family says they've had enough, a prankster dad gets serious. Dead serious.

Shoe-string found footage of a family's descent into the abyss. The camera work is chaotic, and often so poor that I began to sympathize with the critics of this genre who suffer motion sickness just by looking at the screen. And yet the dynamics and the emotion come across as raw and immediate, qualities that might have been lost through competent cinematography.

It does stick to the pure form of FF, with a minimal framing device in the title and notice at the very start; all the music and sound effects are diegetic; and the setting and dialogue are banal. A few passages where the presence of the camera is implausible, but few FFs overcome that problem entirely, and it's nothing some security camera POVs wouldn't have fixed (Dad could have splashed out on them after the intruder at the party).

The only other thing to note is the performance of the father's role - very effective in delivering a character who is odious yet likeable.

Overall: Raw material made interesting by the central character."
Exhibit A,"""It's All Going To Be Fine!""...","When teenager Judith King (Brittany Ashworth) inherits her dad's old video camera, she starts filming right away. As time goes by, we are made privy to some family business, including their being in the middle of selling their home, in order to buy a new, much larger one. The more Judith films, the more intense the situation gets, going from a happy, light atmosphere, to something much darker.

Judith has discovered that dad (Bradley Cole) seems to be hiding things. Judith's ""home movie"" turns into evidence in her investigation, revealing secrets that threaten to destroy everything.

EXHIBIT A is one of the better ""found footage"" horror films. Like all in this subgenre, the greatest problem is making the constant use of a camera look natural and appropriate under the story's circumstances. This works for the most part, with a few clunky exceptions. Each family member plays their part well, resulting in a believable situation.

This makes the finale all the more shocking and tragic..."
Exhibit A,Perfect for Jerry Springer,Comentario no disponible
Exhibit A,Genuinely scary movie,"It feels kind of like cheating to even give any information about the plot to this. It's a found footage film that popped up suddenly for me as a horror movie.

Well it is a horror movie. And without spoiling anything, it's one of the scariest I've ever seen. No ghosts or demons or aliens or killer robots or killer dolls or cackling psychopaths with machetes. Just horror."
Exhibit A,"Good first half, but takes a wrong turn and drags afterwards.",Comentario no disponible
